food_code,main_food_description,wweia_category_description,energy_(kcal),protein_(g),carbohydrate_(g),"sugars,_total_(g)","fiber,_total_dietary_(g)",total_fat_(g),"fatty_acids,_total_saturated_(g)","fatty_acids,_total_monounsaturated_(g)","fatty_acids,_total_polyunsaturated_(g)",cholesterol_(mg)
91102010,"Sugar, brown",Sugars and honey,380,0.12,98.09,97.02,0.0,0.0,0.0,0.0,0.0,0
91104100,"Sugar, cinnamon",Sugars and honey,390,0.28,98.27,92.99,3.7,0.38,0.024,0.017,0.005,0
91106010,Sugar substitute and sugar blend,Sugar substitutes,399,0.0,99.35,99.22,0.0,0.31,0.0,0.0,0.0,0
91107000,"Sugar substitute, sucralose, powder",Sugar substitutes,336,0.0,91.17,80.33,0.0,0.0,0.0,0.0,0.0,0
91108000,"Sugar substitute, stevia, powder",Sugar substitutes,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91108010,"Sugar substitute, stevia, liquid",Sugar substitutes,51,0.8,11.99,0.01,0.7,0.0,0.0,0.0,0.0,0
91108020,"Sugar substitute, monk fruit, powder",Sugar substitutes,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91200000,"Sugar substitute, powder, NFS",Sugar substitutes,349,0.66,90.14,82.09,0.0,0.0,0.0,0.0,0.0,0
91200005,"Sugar substitute, liquid, NFS",Sugar substitutes,51,0.8,11.99,0.01,0.7,0.0,0.0,0.0,0.0,0
91200040,"Sugar substitute, saccharin, powder",Sugar substitutes,360,0.94,89.11,85.19,0.0,0.0,0.0,0.0,0.0,0
91200110,"Sugar substitute, saccharin, liquid",Sugar substitutes,8,0.02,2.05,1.96,0.0,0.0,0.0,0.0,0.0,0
91201010,"Sugar substitute, aspartame, powder",Sugar substitutes,365,2.17,89.08,80.7,0.0,0.0,0.0,0.0,0.0,0
91300010,"Syrup, NFS","Jams, syrups, toppings",265,0.0,69.6,42.0,0.0,0.1,0.018,0.032,0.05,0
91300100,Pancake syrup,"Jams, syrups, toppings",265,0.0,69.6,42.0,0.0,0.1,0.018,0.032,0.05,0
91301030,Corn syrup,"Jams, syrups, toppings",283,0.0,76.79,76.77,0.0,0.2,0.0,0.0,0.0,0
91301050,Blueberry syrup,"Jams, syrups, toppings",341,0.0,85.13,53.0,0.1,0.0,0.0,0.0,0.0,0
91301080,Chocolate syrup,"Jams, syrups, toppings",269,0.0,67.21,60.0,0.0,0.0,0.0,0.0,0.0,0
91301081,"Chocolate syrup, light","Jams, syrups, toppings",153,1.4,34.56,28.57,0.0,0.97,0.0,0.0,0.0,0
91301100,Simple syrup,"Jams, syrups, toppings",184,0.0,45.58,45.68,0.0,0.15,0.0,0.0,0.0,0
91301130,Strawberry drink syrup,"Jams, syrups, toppings",261,0.0,65.1,65.0,0.0,0.02,0.0,0.0,0.0,0
91301510,"Pancake syrup, light","Jams, syrups, toppings",165,0.0,44.55,32.8,0.0,0.0,0.0,0.0,0.0,0
91302010,Honey,Sugars and honey,304,0.3,82.4,82.12,0.2,0.0,0.0,0.0,0.0,0
91302020,Agave liquid sweetener,Sugars and honey,310,0.09,76.37,68.03,0.2,0.45,0.0,0.0,0.0,0
91303000,Molasses,Sugars and honey,290,0.0,74.73,74.72,0.0,0.1,0.018,0.032,0.05,0
91304010,"Topping, butterscotch or caramel","Jams, syrups, toppings",216,1.21,57.01,57.0,0.0,0.0,0.0,0.0,0.0,0
91304020,"Topping, chocolate","Jams, syrups, toppings",350,4.6,62.9,34.82,2.8,8.9,3.98,3.857,0.278,1
91304030,"Topping, fruit","Jams, syrups, toppings",254,0.2,66.3,27.38,0.7,0.1,0.005,0.014,0.05,0
91304040,"Topping, marshmallow","Jams, syrups, toppings",322,0.8,79.0,46.8,0.1,0.3,0.056,0.08,0.047,0
91304060,"Topping, nuts and syrup","Jams, syrups, toppings",448,4.5,58.08,36.72,2.3,22.0,1.96,4.97,13.73,0
91304090,Chocolate hazelnut spread,"Jams, syrups, toppings",539,5.41,62.36,54.05,5.4,29.73,28.423,0.0,0.0,0
91305010,"Icing, chocolate","Jams, syrups, toppings",397,1.1,63.2,57.7,0.9,17.6,5.526,9.02,2.226,0
91305020,"Icing, white","Jams, syrups, toppings",418,0.0,67.89,63.1,0.0,16.23,2.974,4.86,7.951,0
91306020,"Caramel dip, regular","Jams, syrups, toppings",295,1.16,48.47,48.54,0.0,12.33,6.84,2.535,0.378,35
91306025,"Caramel dip, light","Jams, syrups, toppings",216,1.21,57.01,57.0,0.0,0.0,0.0,0.0,0.0,0
91306030,Chocolate dip,"Jams, syrups, toppings",393,3.33,65.31,45.5,2.0,13.22,6.619,4.14,0.407,20
91306040,Dessert dip,"Jams, syrups, toppings",249,6.01,22.48,22.18,0.0,15.05,8.819,3.236,0.703,44
91361010,Sweet and sour sauce,Mustard and other condiments,154,0.27,38.22,18.75,0.1,0.02,0.0,0.0,0.0,0
91361040,Dessert sauce,"Jams, syrups, toppings",150,0.09,19.53,17.15,0.0,7.95,4.377,1.623,0.243,23
91361050,Duck sauce,Mustard and other condiments,245,0.36,60.66,30.54,0.6,0.13,0.051,0.018,0.027,0
91400000,"Jam or jelly, NFS","Jams, syrups, toppings",261,0.18,67.12,49.16,1.0,0.03,0.006,0.01,0.002,0
91401000,Jelly,"Jams, syrups, toppings",266,0.15,69.95,51.22,1.0,0.02,0.005,0.001,0.004,0
91402000,Jam,"Jams, syrups, toppings",278,0.37,68.86,48.5,1.1,0.07,0.01,0.038,0.0,0
91403000,Fruit butter,"Jams, syrups, toppings",173,0.39,42.47,35.3,1.5,0.3,0.053,0.016,0.084,0
91404000,Marmalade,"Jams, syrups, toppings",246,0.3,66.3,60.0,0.7,0.0,0.0,0.0,0.0,0
91405000,"Jam or jelly, sugar free","Jams, syrups, toppings",121,0.55,29.6,3.39,2.2,0.0,0.0,0.0,0.0,0
91405500,"Jam or jelly, reduced sugar","Jams, syrups, toppings",151,0.0,37.6,29.41,1.5,0.1,0.005,0.014,0.05,0
91406500,"Jam or jelly, fruit juice sweetened","Jams, syrups, toppings",212,0.0,52.93,42.0,0.9,0.0,0.0,0.0,0.0,0
91407100,Guava paste,"Jams, syrups, toppings",292,0.1,72.56,71.62,1.1,0.27,0.012,0.004,0.018,0
91407120,Sweet potato paste,"Jams, syrups, toppings",305,0.49,75.14,71.75,0.9,0.34,0.006,0.0,0.004,0
91407150,"Bean paste, sweetened","Jams, syrups, toppings",226,6.22,49.98,33.92,5.3,0.47,0.052,0.028,0.197,0
91501010,Gelatin dessert,"Gelatins, ices, sorbets",60,1.22,14.19,13.49,0.0,0.0,0.0,0.0,0.0,0
91501020,Gelatin dessert with fruit,"Gelatins, ices, sorbets",56,1.1,13.34,12.59,0.2,0.01,0.001,0.001,0.003,0
91501100,Gelatin salad with vegetables,"Gelatins, ices, sorbets",61,1.47,14.02,11.93,0.7,0.02,0.005,0.002,0.011,0
91511010,"Gelatin dessert, sugar free","Gelatins, ices, sorbets",20,0.83,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0
91511020,"Gelatin dessert, sugar free, with fruit","Gelatins, ices, sorbets",22,0.77,4.86,1.13,0.2,0.01,0.001,0.001,0.003,0
91520100,Yokan,"Gelatins, ices, sorbets",133,2.4,30.63,24.72,2.0,0.24,0.057,0.068,0.08,0
91560100,Haupia,Pudding,274,1.98,23.52,14.72,2.0,20.45,18.094,0.869,0.225,0
91601000,Italian Ice,"Gelatins, ices, sorbets",128,0.4,32.6,32.6,0.0,0.0,0.0,0.0,0.0,0
91601010,"Italian Ice, no sugar added","Gelatins, ices, sorbets",24,0.0,5.92,1.52,0.0,0.0,0.0,0.0,0.0,0
91610900,"Popsicle, NFS","Gelatins, ices, sorbets",79,0.0,19.23,13.66,0.0,0.24,0.013,0.051,0.016,0
91611000,Popsicle,"Gelatins, ices, sorbets",79,0.0,19.23,13.66,0.0,0.24,0.013,0.051,0.016,0
91611100,"Popsicle, no sugar added","Gelatins, ices, sorbets",24,0.0,5.92,1.52,0.0,0.0,0.0,0.0,0.0,0
91612000,Freezer pop,"Gelatins, ices, sorbets",79,0.0,19.23,13.66,0.0,0.24,0.013,0.051,0.016,0
91621000,Snow cone,"Gelatins, ices, sorbets",128,0.4,32.6,32.6,0.0,0.0,0.0,0.0,0.0,0
91621050,"Snow cone, no sugar added","Gelatins, ices, sorbets",24,0.0,5.92,1.52,0.0,0.0,0.0,0.0,0.0,0
91700010,"Candy, NFS",Candy not containing chocolate,429,1.95,86.62,61.3,0.9,8.26,5.356,1.796,0.344,6
91701010,"Almonds, chocolate covered candy",Candy containing chocolate,560,12.97,44.04,32.84,6.4,38.81,12.742,17.542,6.008,14
91705005,"Chocolate candy, other, NFS",Candy containing chocolate,535,7.65,59.4,51.5,3.4,29.66,18.509,7.186,1.376,23
91705010,Chocolate candy,Candy containing chocolate,535,7.65,59.4,51.5,3.4,29.66,18.509,7.186,1.376,23
91705012,"Chocolate candy with nuts, other, NFS",Candy containing chocolate,545,10.99,51.77,42.18,4.4,33.66,16.352,10.985,3.055,18
91705015,Chocolate candy with nuts,Candy containing chocolate,545,10.99,51.77,42.18,4.4,33.66,16.352,10.985,3.055,18
91705020,Chocolate candy with cereal,Candy containing chocolate,511,7.64,59.67,51.06,3.3,29.37,15.89,8.64,0.78,23
91705080,"Chocolate candy, cookie filled",Candy containing chocolate,510,5.71,64.69,48.46,1.0,25.42,18.456,4.416,0.762,9
91705200,Chocolate chips,Candy containing chocolate,480,4.2,63.9,54.5,5.9,30.0,17.75,9.966,0.966,0
91705250,"Candy, sprinkles",Candy not containing chocolate,473,0.0,84.66,84.83,0.0,15.27,12.975,0.852,0.217,0
91705290,"Dark chocolate candy, other, NFS",Candy containing chocolate,550,5.09,59.97,46.14,7.2,32.2,18.993,9.801,1.107,7
91705300,Dark chocolate candy,Candy containing chocolate,550,5.09,59.97,46.14,7.2,32.2,18.993,9.801,1.107,7
91705312,"Dark chocolate candy with nuts, other, NFS",Candy containing chocolate,560,8.26,52.18,37.88,7.9,36.27,16.013,14.456,3.477,6
91705315,Dark chocolate candy with nuts,Candy containing chocolate,560,8.26,52.18,37.88,7.9,36.27,16.013,14.456,3.477,6
91705400,White chocolate candy,Candy not containing chocolate,539,5.87,59.24,59.0,0.2,32.09,19.412,9.097,1.013,21
91705440,"Chocolate candy, fudge",Candy containing chocolate,396,1.72,79.42,76.44,0.8,7.93,4.915,2.171,0.3,14
91705450,"Chocolate candy, caramel filled",Candy containing chocolate,474,6.43,66.44,57.1,2.0,21.04,12.096,4.928,2.217,17
91705460,"Chocolate candy, caramel filled with nuts",Candy containing chocolate,484,7.42,63.65,54.07,2.5,23.11,12.358,6.16,2.532,16
91705470,"Chocolate candy, coconut filled",Candy containing chocolate,500,5.44,56.94,44.1,4.1,27.82,19.74,1.936,0.693,2
91705480,"Chocolate candy, cream filled",Candy containing chocolate,366,2.2,80.4,71.42,2.1,9.3,5.46,3.09,0.3,0
91705510,"Chocolate candy, nougat filled",Candy containing chocolate,446,3.3,74.47,63.29,1.2,14.99,10.331,2.302,0.288,7
91705520,"Chocolate candy, nougat filled with nuts",Candy containing chocolate,483,6.46,63.16,52.24,2.2,22.72,10.584,6.716,2.826,6
91705530,"Chocolate candy, peanut butter filled",Candy containing chocolate,487,7.82,64.13,46.54,2.8,24.72,10.115,9.11,4.332,3
91705550,Chocolate candy with dried fruit,Candy containing chocolate,390,4.1,68.4,62.22,3.1,14.8,10.272,3.134,0.571,3
91706010,"Chocolate candy, sugar free",Candy containing chocolate,590,12.39,37.68,14.63,3.5,43.27,21.723,10.884,4.349,22
91706020,"Candy, non chocolate, other, NFS",Candy not containing chocolate,394,0.05,95.69,64.57,0.0,1.13,0.972,0.0,0.0,0
91718300,"Ladoo, round ball",Candy not containing chocolate,411,6.92,46.74,29.8,4.0,22.25,11.396,4.602,1.514,58
91721000,"Candy, licorice",Candy not containing chocolate,396,0.0,98.9,58.97,0.1,0.0,0.0,0.0,0.0,0
91723000,"Candy, marshmallow",Candy not containing chocolate,318,1.8,81.3,57.56,0.1,0.2,0.056,0.08,0.047,0
91723030,"Candy, caramel",Candy not containing chocolate,384,3.1,82.36,60.91,0.0,5.7,1.722,1.735,1.872,4
91728000,"Candy, nougat with nuts",Candy not containing chocolate,444,8.38,72.64,42.64,3.6,13.34,3.236,6.234,2.346,0
91731000,"Peanuts, chocolate covered candy",Candy containing chocolate,556,14.33,44.14,32.86,5.4,37.66,14.195,14.784,4.735,14
91733000,"Candy, peanut brittle",Candy not containing chocolate,486,7.57,71.24,51.33,2.5,18.98,4.144,8.064,4.558,12
91745000,"Candy, mint",Candy not containing chocolate,394,0.0,98.3,31.45,0.0,0.1,0.0,0.0,0.0,0
91745010,"Candy, gummy",Candy not containing chocolate,396,0.0,98.9,58.97,0.1,0.0,0.0,0.0,0.0,0
91745025,"Candy, hard",Candy not containing chocolate,394,0.0,98.0,62.9,0.0,0.2,0.0,0.0,0.0,0
91745030,"Candy, lollipop",Candy not containing chocolate,394,0.0,98.0,62.9,0.0,0.2,0.0,0.0,0.0,0
91745035,Cough drops,Candy not containing chocolate,394,0.0,98.3,31.45,0.0,0.1,0.0,0.0,0.0,0
91745050,"Candy, cotton",Candy not containing chocolate,401,0.0,99.6,99.8,0.0,0.32,0.0,0.0,0.0,0
91745110,"Candy, fruit flavored pieces",Candy not containing chocolate,400,0.1,94.39,69.37,0.0,2.28,2.058,0.0,0.0,0
91746100,"Chocolate candy, candy shell",Candy containing chocolate,492,4.33,71.19,63.68,2.8,21.13,13.08,5.183,0.921,14
91746110,"Chocolate candy, candy shell with nuts",Candy containing chocolate,506,11.02,60.17,52.0,3.4,25.45,13.295,6.273,2.668,4
91746300,"Candy, fruit snacks",Candy not containing chocolate,371,0.1,85.8,49.16,0.0,3.0,0.672,1.48,0.552,0
91746350,"Candy, fruit leather",Candy not containing chocolate,371,0.1,85.8,49.16,0.0,3.0,0.672,1.48,0.552,0
91750000,"Candy, taffy",Candy not containing chocolate,390,0.2,87.88,73.51,0.0,4.12,3.889,0.0,0.0,0
91770060,"Candy, non chocolate, sugar free",Candy not containing chocolate,394,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0
91801000,Chewing gum,Candy not containing chocolate,360,0.0,96.7,66.08,2.4,0.3,0.042,0.079,0.137,0
91802000,"Chewing gum, sugar free",Candy not containing chocolate,268,0.0,94.8,0.0,2.4,0.4,0.058,0.093,0.232,0
92100000,"Coffee, NS as to type",Coffee,1,0.12,0.0,0.0,0.0,0.02,0.002,0.015,0.001,0
92100500,"Coffee, NS as to brewed or instant",Coffee,1,0.12,0.0,0.0,0.0,0.02,0.002,0.015,0.001,0
92101000,"Coffee, brewed",Coffee,1,0.12,0.0,0.0,0.0,0.02,0.002,0.015,0.001,0
92101500,"Coffee, brewed, blend of regular and decaffeinated",Coffee,0,0.11,0.0,0.0,0.0,0.01,0.002,0.008,0.002,0
92101600,"Coffee, Turkish",Coffee,27,0.11,6.47,6.48,0.0,0.04,0.002,0.014,0.001,0
92101610,"Coffee, espresso",Coffee,9,0.12,1.67,0.0,0.0,0.18,0.092,0.0,0.092,0
92101630,"Coffee, espresso, decaffeinated",Coffee,9,0.1,1.69,0.0,0.0,0.18,0.092,0.0,0.092,0
92101700,"Coffee, brewed, flavored",Coffee,1,0.12,0.0,0.0,0.0,0.02,0.002,0.015,0.001,0
92101800,"Coffee, Cuban",Coffee,34,0.11,7.84,6.28,0.0,0.19,0.086,0.0,0.086,0
92101810,"Coffee, macchiato",Coffee,23,1.18,2.71,1.61,0.0,0.83,0.473,0.151,0.085,3
92101820,"Coffee, macchiato, sweetened",Coffee,40,1.13,6.89,5.84,0.0,0.8,0.453,0.145,0.081,3
92101850,"Coffee, cafe con leche",Coffee,40,1.67,5.63,4.83,0.0,1.13,0.649,0.222,0.079,4
92101851,"Coffee, cafe con leche, decaffeinated",Coffee,40,1.69,5.7,4.91,0.0,1.15,0.658,0.225,0.079,4
92101900,"Coffee, Latte",Coffee,43,2.81,4.35,4.06,0.0,1.61,0.938,0.332,0.064,7
92101901,"Coffee, Latte, nonfat",Coffee,30,2.87,4.37,4.2,0.0,0.1,0.056,0.014,0.021,2
92101903,"Coffee, Latte, with non-dairy milk",Coffee,28,0.97,2.81,1.69,0.1,1.36,0.148,0.65,0.439,0
92101904,"Coffee, Latte, flavored",Coffee,55,2.72,7.49,7.22,0.0,1.57,0.907,0.321,0.062,6
92101905,"Coffee, Latte, nonfat, flavored",Coffee,42,2.78,7.51,7.35,0.0,0.1,0.054,0.014,0.02,2
92101906,"Coffee, Latte, with non-dairy milk, flavored",Coffee,40,0.94,5.99,4.91,0.1,1.33,0.143,0.629,0.424,0
92101910,"Coffee, Latte, decaffeinated",Coffee,43,2.82,4.37,4.09,0.0,1.62,0.943,0.334,0.064,7
92101911,"Coffee, Latte, decaffeinated, nonfat",Coffee,30,2.88,4.39,4.22,0.0,0.1,0.056,0.014,0.02,3
92101913,"Coffee, Latte, decaffeinated, with non-dairy milk",Coffee,28,0.97,2.82,1.7,0.1,1.37,0.148,0.654,0.441,0
92101917,"Coffee, Latte, decaffeinated, flavored",Coffee,55,2.73,7.53,7.26,0.0,1.57,0.911,0.323,0.061,6
92101918,"Coffee, Latte, decaffeinated, nonfat, flavored",Coffee,42,2.79,7.54,7.38,0.0,0.1,0.054,0.014,0.019,2
92101919,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",Coffee,40,0.94,6.01,4.94,0.1,1.33,0.143,0.632,0.426,0
92101920,Frozen coffee drink,Coffee,68,1.56,13.4,13.16,0.0,0.93,0.522,0.183,0.041,4
92101921,"Frozen coffee drink, nonfat",Coffee,61,1.59,13.41,13.23,0.0,0.1,0.037,0.008,0.017,1
92101923,"Frozen coffee drink, with non-dairy milk",Coffee,60,0.54,12.53,11.83,0.0,0.8,0.087,0.359,0.248,0
92101925,"Frozen coffee drink, with whipped cream",Coffee,83,1.58,12.89,12.62,0.0,2.77,1.577,0.563,0.122,9
92101926,"Frozen coffee drink, nonfat, with whipped cream",Coffee,76,1.61,12.9,12.69,0.0,1.98,1.117,0.397,0.099,7
92101928,"Frozen coffee drink, with non-dairy milk and whipped cream",Coffee,75,0.62,12.06,11.36,0.0,2.64,1.163,0.729,0.318,5
92101930,"Frozen coffee drink, decaffeinated",Coffee,68,1.56,13.46,13.23,0.0,0.94,0.525,0.184,0.041,4
92101931,"Frozen coffee drink, decaffeinated, nonfat",Coffee,61,1.59,13.47,13.3,0.0,0.1,0.036,0.008,0.017,1
92101933,"Frozen coffee drink, decaffeinated, with non-dairy milk",Coffee,70,1.58,13.61,13.06,0.0,1.0,0.152,0.184,0.522,0
92101935,"Frozen coffee drink, decaffeinated, with whipped cream",Coffee,83,1.58,12.95,12.68,0.0,2.78,1.584,0.566,0.122,9
92101936,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",Coffee,76,1.62,12.96,12.75,0.0,1.99,1.122,0.399,0.099,7
92101938,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",Coffee,80,1.26,12.94,12.12,0.1,2.59,1.188,0.557,0.471,5
92101950,"Coffee, Cafe Mocha",Coffee,64,2.56,10.22,9.3,0.0,1.47,0.855,0.303,0.058,6
92101955,"Coffee, Cafe Mocha, nonfat",Coffee,52,2.6,10.2,9.37,0.0,0.09,0.051,0.013,0.019,2
92101960,"Coffee, Cafe Mocha, with non-dairy milk",Coffee,50,0.88,8.76,7.08,0.1,1.24,0.134,0.59,0.398,0
92101965,"Coffee, Cafe Mocha, decaffeinated",Coffee,64,2.56,10.23,9.3,0.0,1.47,0.855,0.303,0.058,6
92101970,"Coffee, Cafe Mocha, decaffeinated, nonfat",Coffee,52,2.61,10.24,9.42,0.0,0.09,0.051,0.013,0.018,2
92101975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",Coffee,50,0.88,8.8,7.12,0.1,1.24,0.134,0.593,0.4,0
92102000,Frozen mocha coffee drink,Coffee,66,1.51,13.07,12.17,0.0,0.88,0.507,0.178,0.04,4
92102010,"Frozen mocha coffee drink, nonfat",Coffee,59,1.54,13.08,12.24,0.0,0.08,0.036,0.008,0.016,1
92102020,"Frozen mocha coffee drink, with non-dairy milk",Coffee,58,0.52,12.22,10.88,0.0,0.75,0.085,0.348,0.24,0
92102030,"Frozen mocha coffee drink, with whipped cream",Coffee,81,1.54,12.59,11.69,0.0,2.67,1.532,0.547,0.118,9
92102040,"Frozen mocha coffee drink, nonfat, with whipped cream",Coffee,74,1.56,12.6,11.76,0.0,1.91,1.085,0.386,0.097,7
92102050,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",Coffee,73,0.6,11.79,10.47,0.0,2.54,1.129,0.708,0.309,5
92102060,"Frozen mocha coffee drink, decaffeinated",Coffee,67,1.51,13.13,12.23,0.0,0.89,0.509,0.178,0.039,4
92102070,"Frozen mocha coffee drink, decaffeinated, nonfat",Coffee,59,1.54,13.14,12.3,0.0,0.08,0.035,0.008,0.016,1
92102080,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",Coffee,58,0.52,12.28,10.93,0.0,0.76,0.085,0.35,0.241,0
92102090,"Frozen mocha coffee drink, decaffeinated, with whipped cream",Coffee,81,1.54,12.64,11.74,0.0,2.68,1.539,0.549,0.119,9
92102100,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",Coffee,74,1.57,12.65,11.81,0.0,1.91,1.09,0.387,0.097,7
92102110,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",Coffee,73,0.6,11.84,10.52,0.0,2.56,1.134,0.711,0.31,5
92102400,"Iced Coffee, brewed",Coffee,1,0.09,0.0,0.0,0.0,0.02,0.002,0.011,0.001,0
92102401,"Iced Coffee, brewed, decaffeinated",Coffee,0,0.08,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0
92102450,"Iced Coffee, pre-lightened and pre-sweetened",Coffee,31,0.25,4.94,4.95,0.0,1.12,0.582,0.268,0.046,3
92102500,"Coffee, Iced Latte",Coffee,27,1.75,2.81,2.51,0.0,1.01,0.587,0.206,0.046,4
92102501,"Coffee, Iced Latte, nonfat",Coffee,19,1.78,2.82,2.6,0.0,0.07,0.041,0.009,0.019,2
92102502,"Coffee, Iced Latte, with non-dairy milk",Coffee,24,1.36,2.83,1.88,0.1,0.79,0.122,0.197,0.458,0
92102503,"Coffee, Iced Latte, flavored",Coffee,40,1.69,6.09,5.81,0.0,0.98,0.567,0.199,0.044,4
92102504,"Coffee, Iced Latte, nonfat, flavored",Coffee,32,1.72,6.1,5.89,0.0,0.08,0.04,0.008,0.018,1
92102505,"Coffee, Iced Latte, with non-dairy milk, flavored",Coffee,31,0.59,5.16,4.39,0.0,0.84,0.095,0.389,0.269,0
92102510,"Coffee, Iced Latte, decaffeinated",Coffee,27,1.75,2.82,2.53,0.0,1.01,0.589,0.207,0.046,4
92102511,"Coffee, Iced Latte, decaffeinated, nonfat",Coffee,19,1.79,2.83,2.61,0.0,0.07,0.041,0.009,0.019,2
92102512,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",Coffee,18,0.61,1.86,1.05,0.1,0.86,0.098,0.405,0.279,0
92102513,"Coffee, Iced Latte, decaffeinated, flavored",Coffee,40,1.69,6.12,5.84,0.0,0.99,0.569,0.2,0.044,4
92102514,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",Coffee,32,1.73,6.13,5.92,0.0,0.08,0.04,0.008,0.018,1
92102515,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",Coffee,31,0.59,5.18,4.41,0.1,0.84,0.095,0.392,0.27,0
92102600,"Coffee, Iced Cafe Mocha",Coffee,50,1.58,8.95,7.99,0.0,0.91,0.531,0.186,0.041,4
92102601,"Coffee, Iced Cafe Mocha, nonfat",Coffee,43,1.61,8.96,8.07,0.0,0.07,0.037,0.008,0.017,1
92102602,"Coffee, Iced Cafe Mocha, with non-dairy milk",Coffee,42,0.55,8.07,6.65,0.0,0.78,0.089,0.365,0.252,0
92102610,"Coffee, Iced Cafe Mocha, decaffeinated",Coffee,51,1.59,8.99,8.03,0.0,0.92,0.533,0.187,0.041,4
92102611,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",Coffee,43,1.62,9.0,8.11,0.0,0.06,0.037,0.008,0.017,1
92102612,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",Coffee,42,0.55,8.1,6.69,0.0,0.78,0.089,0.367,0.253,0
92103000,"Coffee, instant, reconstituted",Coffee,3,0.1,0.63,0.0,0.0,0.0,0.002,0.0,0.002,0
92104000,"Coffee, instant, 50% less caffeine, reconstituted",Coffee,3,0.12,0.61,0.0,0.0,0.0,0.002,0.0,0.002,0
92111000,"Coffee, NS as to brewed or instant, decaffeinated",Coffee,0,0.1,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0
92111010,"Coffee, brewed, decaffeinated",Coffee,0,0.1,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0
92114000,"Coffee, instant, decaffeinated, reconstituted",Coffee,3,0.1,0.64,0.0,0.0,0.0,0.001,0.0,0.001,0
92121000,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",Coffee,27,0.15,5.11,3.45,0.0,0.7,0.397,0.203,0.01,0
92121001,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",Coffee,27,0.14,5.11,3.45,0.0,0.69,0.397,0.203,0.009,0
92121010,"Coffee, instant, pre-sweetened with sugar, reconstituted",Coffee,16,0.1,3.96,3.36,0.0,0.02,0.002,0.0,0.002,0
92121030,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,15,0.32,2.46,1.14,0.2,0.43,0.371,0.031,0.012,0
92121040,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,16,0.15,2.37,0.6,0.0,0.7,0.409,0.209,0.01,0
92121041,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,16,0.15,2.38,0.6,0.0,0.7,0.408,0.209,0.01,0
92130000,"Coffee, pre-lightened and pre-sweetened with sugar",Coffee,27,0.15,5.11,3.45,0.0,0.7,0.397,0.203,0.01,0
92130001,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",Coffee,27,0.14,5.11,3.45,0.0,0.69,0.397,0.203,0.009,0
92130005,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",Coffee,16,0.15,2.37,0.6,0.0,0.7,0.409,0.209,0.01,0
92130006,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",Coffee,16,0.15,2.38,0.6,0.0,0.7,0.408,0.209,0.01,0
92130010,"Coffee, pre-lightened",Coffee,14,0.15,1.88,0.17,0.0,0.71,0.411,0.21,0.01,0
92130011,"Coffee, decaffeinated, pre-lightened",Coffee,14,0.15,1.89,0.17,0.0,0.71,0.411,0.21,0.01,0
92130020,"Coffee, pre-sweetened with sugar",Coffee,16,0.1,3.96,3.36,0.0,0.02,0.002,0.0,0.002,0
92130021,"Coffee, decaffeinated, pre-sweetened with sugar",Coffee,16,0.09,3.97,3.36,0.0,0.01,0.001,0.0,0.001,0
92130030,"Coffee, pre-sweetened with low calorie sweetener",Coffee,5,0.1,1.13,0.45,0.0,0.0,0.002,0.0,0.002,0
92130031,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",Coffee,5,0.1,1.14,0.45,0.0,0.0,0.001,0.0,0.001,0
92152000,"Coffee and chicory, brewed",Coffee,1,0.12,0.0,0.0,0.0,0.02,0.002,0.015,0.001,0
92152010,"Coffee and chicory, brewed, decaffeinated",Coffee,0,0.1,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0
